id,fold_0,initial_0,final_0,fold_1,initial_1,final_1,fold_2,initial_2,final_2,fold_3,initial_3,final_3,fold_4,initial_4,final_4,toxic_pred
3302,train,0.0049277265,0.012617444,train,0.03257703,0.09178784,train,0.008883123,0.013210036,valid,0.02893551,0.035866998,train,0.03831304,0.0340678,0.037510023
3303,valid,0.022395212,0.018253064,train,0.13855714,0.184648,train,0.084583685,0.048661925,train,0.07878871,0.07953958,train,0.05300746,0.04963777,0.07614806
3304,train,0.009298471,0.03294142,train,0.044438235,0.033979304,train,0.06651054,0.05602014,train,0.03629856,0.040187307,valid,0.09271102,0.056677762,0.043961186
3305,train,0.119555786,0.18471283,valid,0.11501416,0.10615366,train,0.15784472,0.13732275,train,0.06836361,0.079391845,train,0.1711406,0.15593207,0.13270263
3306,valid,0.029023934,0.051178638,train,0.063008346,0.099861614,train,0.038264744,0.036674444,train,0.03048961,0.042171214,train,0.057821717,0.045910046,0.05515919
3307,train,0.26583666,0.50405055,train,0.55944717,0.56068975,train,0.28025118,0.26042974,valid,0.3739596,0.5286594,train,0.37981865,0.37398311,0.4455625
3308,train,0.45534155,0.54142314,train,0.33049482,0.41875604,valid,0.46015707,0.42132205,train,0.29380053,0.39115447,train,0.49065036,0.47832826,0.4501968
3309,train,0.24877584,0.2935895,train,0.53139395,0.63810027,train,0.51981896,0.41553977,valid,0.7908194,0.713244,train,0.4461509,0.42910826,0.4979163
3310,train,0.041971955,0.091095686,train,0.13225977,0.08652448,valid,0.06365712,0.048273806,train,0.046845395,0.06914509,train,0.056796324,0.048089948,0.0686258
3311,train,0.074616365,0.17903115,train,0.2566478,0.18110184,valid,0.22760575,0.15453932,train,0.098743305,0.15469082,train,0.22569709,0.19495487,0.17286359
3312,train,0.0051475754,0.011548903,train,0.038883515,0.06808832,train,0.016908111,0.021654379,train,0.021300036,0.026849259,valid,0.028273756,0.027175823,0.031063339
3313,train,0.4343104,0.5293521,valid,0.3864041,0.624735,train,0.48237824,0.49590647,train,0.6438343,0.6476533,train,0.7330819,0.60634995,0.58079934
3314,train,0.017221604,0.02460848,train,0.025364416,0.030645035,train,0.025851917,0.02476066,valid,0.0277911,0.039789528,train,0.09012169,0.059768666,0.035914473
3315,train,0.056080617,0.11180732,train,0.18624943,0.18022753,train,0.21073046,0.13905928,valid,0.047902323,0.07917373,train,0.03167106,0.040689293,0.11019143
3316,train,0.014120515,0.031789515,train,0.032602645,0.08953925,train,0.08589755,0.10146784,valid,0.026151631,0.035626587,train,0.1464328,0.08798092,0.069280826
3317,valid,0.060165837,0.13256836,train,0.20101584,0.14846979,train,0.07347126,0.06370214,train,0.04281996,0.082963325,train,0.11345364,0.1019175,0.10592423
3318,valid,0.0372113,0.026736777,train,0.03536517,0.08603188,train,0.032771546,0.016734792,train,0.029656135,0.032337908,train,0.01943673,0.015183637,0.035405
3319,train,0.18204977,0.39827147,train,0.5349152,0.5541059,train,0.2787474,0.3823087,train,0.44975534,0.3506505,valid,0.79992586,0.72685856,0.48243904
3320,train,0.31063807,0.27635095,train,0.29056054,0.30069426,train,0.38080084,0.29917994,valid,0.41703743,0.34287032,train,0.2967919,0.26522306,0.2968637
3321,valid,0.15517193,0.15118627,train,0.23079678,0.39318535,train,0.17617925,0.13908453,train,0.12256217,0.13581501,train,0.22627659,0.16209716,0.19627365
3322,train,0.05224022,0.09085466,train,0.10678229,0.06074028,train,0.10224252,0.061121315,valid,0.0137466965,0.026350593,train,0.19988002,0.18418385,0.08465014
3323,train,0.7549576,0.8664813,train,0.8799357,0.9712725,valid,0.8751313,0.93238956,train,0.9360762,0.9478926,train,0.8631801,0.930641,0.92973536
3324,train,0.018936109,0.039679404,train,0.2721099,0.18841572,train,0.18010257,0.099082075,valid,0.07470812,0.09080794,train,0.10968972,0.081881136,0.099973254
3325,train,0.07130921,0.12628075,train,0.13130935,0.28384542,train,0.08882454,0.11410221,valid,0.40359688,0.42652276,train,0.16941234,0.14238673,0.2186276
3326,train,0.16919354,0.2915275,train,0.24348834,0.50687593,train,0.13315144,0.18325886,train,0.3143566,0.32796255,valid,0.5908711,0.5277042,0.3674658
3327,train,0.39267296,0.40434206,train,0.35494503,0.30817336,valid,0.41330445,0.3647151,train,0.19620678,0.19654818,train,0.3638457,0.2908721,0.31293017
3328,train,0.32497892,0.4799905,train,0.43573338,0.5199331,valid,0.4461777,0.32136187,train,0.18464315,0.22301993,train,0.46858114,0.44018734,0.39689857
3329,valid,0.0379679,0.07113696,train,0.014801406,0.030122235,train,0.01500294,0.023098597,train,0.02810326,0.035024416,train,0.03468992,0.028878553,0.037652154
3330,train,0.12969308,0.19970466,train,0.23152444,0.17370556,train,0.3007041,0.19947581,valid,0.14754029,0.23759142,train,0.12028913,0.10753737,0.18360297
3331,train,0.016273607,0.033660427,train,0.090859644,0.08300894,train,0.11478411,0.06962669,valid,0.034657415,0.058697954,train,0.051033296,0.044109687,0.057820737
3332,train,0.6170446,0.74357575,train,0.66971856,0.7590717,valid,0.6011353,0.66691667,train,0.9083695,0.86972606,train,0.50306237,0.6715728,0.74217254
3333,valid,0.081036866,0.20557615,train,0.12853183,0.1720783,train,0.11898965,0.0933565,train,0.15225357,0.21123727,train,0.14094123,0.1267558,0.16180079
3334,train,0.47819883,0.49474108,train,0.3631971,0.5909482,valid,0.34344593,0.37247163,train,0.46654782,0.49900728,train,0.3085773,0.26835257,0.44510412
3335,train,0.008637569,0.008683223,valid,0.031775612,0.05612581,train,0.019114273,0.01115697,train,0.036312677,0.042809542,train,0.021209078,0.015157969,0.026786704
3336,train,0.038204942,0.08308955,valid,0.22163726,0.29285666,train,0.092299044,0.08985908,train,0.07135389,0.08013604,train,0.13291472,0.10459753,0.13010778
3337,train,0.12445521,0.12049872,train,0.20441148,0.21249424,train,0.22191282,0.20611387,train,0.052179415,0.082330376,valid,0.07303804,0.055743925,0.13543622
3338,train,0.16473891,0.25578192,valid,0.23490885,0.1801788,train,0.21256748,0.18681428,train,0.18901873,0.23087145,train,0.22951709,0.22182167,0.21509361
3339,valid,0.52289236,0.6151488,train,0.4949578,0.72083676,train,0.5250834,0.5587843,train,0.65532714,0.597053,train,0.7120226,0.7086269,0.64009
3340,train,0.052057587,0.09036117,train,0.08117178,0.109209545,train,0.049402017,0.067685485,valid,0.07594295,0.07595901,train,0.03159273,0.039640278,0.0765711
3341,train,0.09438167,0.06424039,train,0.04074371,0.042575188,train,0.023605466,0.0132174725,valid,0.03542017,0.035646804,train,0.06928136,0.033731174,0.037882205
3342,train,0.2834677,0.45844018,train,0.3776979,0.5761672,train,0.7003545,0.514156,train,0.15478751,0.27904662,valid,0.24708483,0.24919875,0.41540176
3343,train,0.04630244,0.10893352,train,0.14207222,0.15620716,valid,0.123443134,0.12591015,train,0.064574696,0.11961026,train,0.0655148,0.09893895,0.121920004
3344,train,0.051383927,0.095284276,valid,0.071627304,0.02851855,train,0.10242134,0.05994416,train,0.04181525,0.06431495,train,0.031393968,0.036217883,0.056855965
3345,train,0.021270504,0.023192683,train,0.038028438,0.029291052,train,0.056291476,0.022336602,train,0.040997874,0.05355322,valid,0.028254524,0.016710963,0.029016906
3346,train,0.066826805,0.12504208,train,0.030631632,0.07252406,train,0.12604134,0.15713026,train,0.072425224,0.080716334,valid,0.14221399,0.08806564,0.10469568
3347,train,0.064555615,0.120662145,train,0.14450859,0.10922336,train,0.07193845,0.03502738,train,0.07663242,0.11380351,valid,0.13801438,0.13013226,0.10176973
3348,train,0.008210354,0.014685159,valid,0.0020701706,0.01717055,train,0.011186145,0.019638736,train,0.014014139,0.017893296,train,0.04479143,0.03519045,0.020915639
3349,train,0.010670104,0.02157382,train,0.035805304,0.0587623,valid,0.067998946,0.03376161,train,0.011781013,0.021485794,train,0.020421674,0.019364083,0.030989522
3350,valid,0.014742375,0.030078035,train,0.050088648,0.087382816,train,0.096995845,0.0974853,train,0.033838805,0.03366551,train,0.066760406,0.04901787,0.059525907
3351,valid,0.075411886,0.12742288,train,0.10328465,0.08529594,train,0.06821578,0.050110172,train,0.040964827,0.065382846,train,0.07709968,0.072226755,0.080087714
3352,valid,0.047075223,0.09579833,train,0.10456449,0.13989641,train,0.17068428,0.11476177,train,0.036553647,0.061030556,train,0.056654677,0.06362031,0.09502147
3353,train,0.27332467,0.3915476,train,0.30217788,0.55858684,valid,0.37602195,0.40059897,train,0.22579944,0.28852308,train,0.44043732,0.49495685,0.4268427
3354,train,0.011155459,0.031350538,train,0.051143892,0.09806654,valid,0.018284535,0.0323548,train,0.04751819,0.05346318,train,0.08055027,0.062373813,0.055521775
3355,valid,0.023286328,0.06435608,train,0.21259908,0.25602785,train,0.31205064,0.3049692,train,0.1997747,0.12720604,train,0.61238384,0.5216507,0.25484195
3356,train,0.039178573,0.08485689,valid,0.06917673,0.06456308,train,0.11510594,0.10807101,train,0.053394064,0.057599943,train,0.06668825,0.058224767,0.07466313
3357,train,0.08757985,0.0768797,train,0.057116948,0.055064443,train,0.081417866,0.050505023,train,0.0638853,0.057771485,valid,0.047095943,0.042837102,0.056611557
3358,train,0.31506252,0.43288893,valid,0.34505737,0.23432353,train,0.5105875,0.4264496,train,0.2529915,0.35113105,train,0.48120388,0.46002644,0.3809639
3359,train,0.8783182,0.91728216,train,0.91433376,0.9531195,train,0.8836662,0.929056,train,0.9451726,0.8937876,valid,0.7649325,0.86890554,0.91243017
3360,train,0.21255329,0.34896716,train,0.39490077,0.4648748,train,0.46319285,0.37655535,train,0.3098856,0.42135397,valid,0.1754284,0.14879765,0.35210976
3361,train,0.01706795,0.04845604,valid,0.05052563,0.05090891,train,0.032851163,0.03100964,train,0.045235604,0.063550025,train,0.049769636,0.041063964,0.04699772
3362,valid,0.21649961,0.29454643,train,0.13861036,0.10152715,train,0.3616646,0.2649296,train,0.10617269,0.10252564,train,0.23235154,0.17780419,0.1882666
3363,train,0.06657969,0.040999994,train,0.05521563,0.11868315,train,0.16827302,0.06593474,train,0.08108716,0.065283686,valid,0.26745155,0.15762687,0.08970569
3364,train,0.04728999,0.08927567,train,0.04833558,0.06872793,train,0.011997512,0.02087176,valid,0.026563467,0.03495141,train,0.026211094,0.031620722,0.0490895
3365,train,0.12528193,0.17836401,train,0.09924513,0.21486956,valid,0.15700665,0.1488379,train,0.07168094,0.09524673,train,0.12679303,0.123215616,0.15210676
3366,train,0.046873286,0.07993762,train,0.22920822,0.2048613,train,0.0488838,0.08818156,valid,0.05233223,0.061007306,train,0.18299304,0.13524254,0.11384606
3367,train,0.022352403,0.046308767,train,0.12362468,0.069827676,train,0.12533872,0.07675404,train,0.041412458,0.06323861,valid,0.045978226,0.045744926,0.060374808
3368,train,0.17166017,0.13303407,train,0.08750808,0.1776254,valid,0.18768626,0.09503822,train,0.08552862,0.088633396,train,0.06021468,0.042431913,0.1073526
3369,train,0.023711327,0.047898192,valid,0.05201372,0.05206145,train,0.038046874,0.034988485,train,0.042466328,0.04764149,train,0.07085388,0.045314126,0.045580752
3370,train,0.0371353,0.056514237,valid,0.035343282,0.05878786,train,0.0720222,0.06959271,train,0.045942735,0.047505047,train,0.17313299,0.09141608,0.06476319
3371,train,0.058154028,0.053410936,train,0.08713885,0.14610796,train,0.1079238,0.04849544,train,0.115284294,0.11801478,valid,0.15786345,0.12601314,0.098408446
3372,train,0.27942532,0.39394355,valid,0.42122778,0.58128196,train,0.5508048,0.5590242,train,0.07672372,0.12951645,train,0.44353366,0.42482066,0.41771737
3373,train,0.05890102,0.10165964,train,0.036138117,0.091496445,valid,0.07829153,0.07696971,train,0.036005583,0.054416183,train,0.19914882,0.13274729,0.09145786
3374,train,0.076658756,0.15357614,train,0.24355744,0.2913832,train,0.30064124,0.18927452,valid,0.08225379,0.14734714,train,0.14723589,0.1582782,0.18797183
3375,valid,0.15946548,0.24574432,train,0.080212034,0.077544175,train,0.09787697,0.11390846,train,0.10549946,0.111645795,train,0.10113471,0.13080537,0.13592963
3376,train,0.11650293,0.13352764,valid,0.2283106,0.26196697,train,0.31483588,0.22538859,train,0.14475659,0.1746303,train,0.35667732,0.3019393,0.21949057
3377,train,0.008985157,0.018153897,train,0.026809487,0.031087363,train,0.065743074,0.06907635,valid,0.012750565,0.020557122,train,0.015627313,0.016116954,0.030998338
3378,train,0.009855839,0.024802318,train,0.08965325,0.03916793,train,0.030972091,0.018100124,valid,0.033200588,0.059197113,train,0.052583713,0.06293347,0.04084019
3379,train,0.10436558,0.098663084,valid,0.2624305,0.26110986,train,0.44776225,0.38632214,train,0.15130949,0.16582957,train,0.29663783,0.18572243,0.21952942
3380,train,0.08142309,0.14118922,valid,0.14037858,0.0915626,train,0.09783787,0.0692964,train,0.04688133,0.07746012,train,0.1292108,0.11996349,0.09989436
3381,train,0.4145907,0.49610972,train,0.37986696,0.330446,train,0.353375,0.3484258,train,0.111504756,0.16060221,valid,0.4512393,0.4077565,0.34866804
3382,train,0.10221062,0.102253094,train,0.2185015,0.2634963,train,0.267609,0.23660257,train,0.053137984,0.06110829,valid,0.07966377,0.04875083,0.14244223
3383,train,0.020252768,0.03441504,train,0.050012168,0.12377632,valid,0.11045395,0.113938004,train,0.036025517,0.04001394,train,0.044264577,0.045789707,0.0715866
3384,valid,0.009959455,0.0071124486,train,0.11985209,0.06375297,train,0.064372435,0.036823247,train,0.023005888,0.027202833,train,0.064473726,0.037089184,0.034396134
3385,train,0.6516808,0.76764333,valid,0.64281493,0.7484615,train,0.72887355,0.7555483,train,0.831869,0.78083795,train,0.82612574,0.75823164,0.76214457
3386,train,0.572907,0.5904677,valid,0.63611597,0.5669759,train,0.58148754,0.50501865,train,0.5084627,0.48039812,train,0.50963855,0.4958554,0.52774316
3387,train,0.46065652,0.57601213,valid,0.4076822,0.64102906,train,0.45701545,0.52755123,train,0.790055,0.80642617,train,0.75239855,0.7270558,0.6556149
3388,train,0.042764086,0.09705278,train,0.079612516,0.062637925,train,0.04602494,0.023835389,train,0.04241075,0.06502265,valid,0.22063932,0.1453824,0.07878623
3389,train,0.08011944,0.053171914,train,0.08680284,0.13089119,train,0.1229159,0.06344217,valid,0.11045422,0.12318758,train,0.1784326,0.092806384,0.09269985
3390,train,0.15524614,0.19283037,train,0.21218519,0.20319587,train,0.14094102,0.08534432,train,0.11694324,0.12208701,valid,0.26393914,0.20986994,0.1626655
3391,valid,0.12914807,0.26286387,train,0.22106512,0.36585996,train,0.20117658,0.20151325,train,0.5774787,0.61539435,train,0.63164234,0.6131575,0.4117578
3392,train,0.06852001,0.10640247,train,0.09810594,0.17338957,valid,0.2914458,0.19146538,train,0.064464845,0.084344834,train,0.12807818,0.122239195,0.13556829
3393,train,0.02804994,0.043974858,train,0.042178523,0.03797661,train,0.0744512,0.044562835,valid,0.020796992,0.038173117,train,0.026692512,0.021505933,0.037238672
3394,train,0.1394346,0.2586751,train,0.20583856,0.31312323,valid,0.11681062,0.1422833,train,0.20676768,0.24976918,train,0.30915588,0.24606282,0.24198274
3395,train,0.6976871,0.7461903,train,0.57291764,0.64864177,valid,0.7220086,0.69957376,train,0.6105785,0.5926586,train,0.6216233,0.5773234,0.65287757
3396,valid,0.018371277,0.041007597,train,0.047846667,0.077586904,train,0.08440324,0.047894288,train,0.03581106,0.058809362,train,0.07902525,0.047571093,0.054573845
3397,train,0.019249113,0.054656286,train,0.05575916,0.06120444,train,0.039755013,0.046642978,valid,0.037274852,0.043987427,train,0.043963842,0.036175832,0.04853339
3398,train,0.8530018,0.9110836,train,0.8706383,0.9552949,train,0.8253252,0.8495411,valid,0.78400815,0.8277094,train,0.88093996,0.8931949,0.88736475
3399,valid,0.1851599,0.30931818,train,0.14482722,0.24852899,train,0.29819977,0.2985567,train,0.07494031,0.09525224,train,0.3208987,0.29978704,0.25028864
3400,train,0.75733024,0.8672999,train,0.59537256,0.7479046,train,0.6490329,0.7264083,valid,0.4418482,0.5249074,train,0.84408915,0.810326,0.7353692
3401,train,0.019373199,0.045358382,train,0.08679219,0.036477942,valid,0.033815794,0.024018683,train,0.01760491,0.027651405,train,0.05614633,0.052312978,0.037163876
3402,train,0.73506355,0.8521582,valid,0.27718532,0.6273364,train,0.7290205,0.78906703,train,0.6658099,0.78243154,train,0.797768,0.7838901,0.76697665
3403,train,0.22234078,0.26711872,valid,0.11602819,0.16003303,train,0.1920677,0.1801927,train,0.1379648,0.14435196,train,0.31744802,0.3112454,0.21258835
3404,train,0.1614068,0.1619603,train,0.13425574,0.1315385,train,0.31136304,0.19431433,train,0.12025944,0.10692206,valid,0.16512027,0.110849224,0.14111689
3405,valid,0.020700654,0.041017547,train,0.06991815,0.123518705,train,0.07353829,0.05582697,train,0.032813195,0.038717546,train,0.048460823,0.030458251,0.0579078
3406,valid,0.14206764,0.2995963,train,0.43292734,0.47875822,train,0.27044302,0.2256967,train,0.2875271,0.43022466,train,0.4336503,0.4840882,0.3836728
3407,train,0.040752914,0.072247796,train,0.1303366,0.11254523,valid,0.082515836,0.055764522,train,0.031972025,0.060769934,train,0.21685399,0.1765354,0.095572576
3408,train,0.035325225,0.052062634,valid,0.0389766,0.029751157,train,0.032732844,0.021781273,train,0.02963302,0.042709716,train,0.051297672,0.05875783,0.04101252
3409,train,0.11718002,0.224504,valid,0.21494427,0.17856482,train,0.14912269,0.15159415,train,0.06232321,0.10421361,train,0.17847812,0.16390865,0.16455704
3410,train,0.2883827,0.24992724,train,0.4834304,0.5198659,train,0.5165335,0.47947922,train,0.20042709,0.23511875,valid,0.3210174,0.24837284,0.3465528
3411,train,0.23906492,0.24298027,train,0.2434889,0.3066782,valid,0.3062125,0.2447861,train,0.424419,0.42013353,train,0.43052045,0.3883174,0.3205791
3412,train,0.1016869,0.103913,train,0.19765002,0.17675608,train,0.15119293,0.07787016,valid,0.109140776,0.11605585,train,0.13543831,0.09401763,0.11372255
